dog_breed,confidence_rate,is_dog
Chihuahua,34.65,True
Dalmatian,16.62,True
Toy Terrier,11.75,True
Bloodhound,52.88,True
Bull Mastiff,42.01,True
French Bulldog,0.95,True
French Bulldog,31.91,True
Chihuahua,15.41,True
Cardigan,11.77,True
Wallaby,16.42,False
West Highland White Terrier,9.35,True
Ashcan,6.73,False
Boxer,45.96,True
Boston Bull,19.79,True
French Bulldog,8.7,True
Dalmatian,75.03,True
Jaguar,16.9,False
Zebra,0.65,False
Mailbox,33.64,False
Cannon,15.89,False
Cuirass,5.26,False
Chihuahua,76.2,True
Black-Footed Ferret,15.06,False
Squirrel Monkey,2.81,False
Porcupine,99.98,False
Meerkat,0.01,False
Echidna,0.0,False
Maltese Dog,14.57,True
Toy Poodle,13.94,True
West Highland White Terrier,10.88,True
Toy Poodle,62.18,True
Miniature Poodle,19.78,True
Soft-Coated Wheaten Terrier,4.67,True
Pug,27.22,True
Bull Mastiff,25.15,True
Bath Towel,11.68,False
Italian Greyhound,30.27,True
Hair Slide,12.43,False
Afghan Hound,5.98,True
Scottish Deerhound,19.46,True
Irish Wolfhound,16.29,True
Giant Schnauzer,15.98,True
Kelpie,18.94,True
Beagle,12.2,True
Basset,12.12,True
Cash Machine,80.23,False
Schipperke,4.55,True
German Shepherd,2.34,True
Panpipe,96.26,False
Bannister,2.52,False
Golden Retriever,0.29,True
Eskimo Dog,33.02,True
Siberian Husky,18.7,True
Chihuahua,10.14,True
Labrador Retriever,68.03,True
Chesapeake Bay Retriever,20.17,True
Golden Retriever,1.97,True
Labrador Retriever,21.37,True
Beagle,14.62,True
Airedale,12.27,True
Airedale,58.31,True
Silky Terrier,12.96,True
Lakeland Terrier,9.47,True
Pembroke,19.47,True
Toy Poodle,12.18,True
Pomeranian,9.68,True
Harp,82.11,False
Window Screen,2.51,False
Mosquito Net,1.67,False
Irish Terrier,69.66,True
Australian Terrier,7.5,True
Irish Setter,6.39,True
Malamute,60.67,True
Border Collie,19.38,True
Collie,4.84,True
Seat Belt,78.72,False
Sunglasses,4.57,False
Beagle,2.25,True
Maze,33.98,False
Streetcar,9.97,False
Sundial,8.48,False
Labrador Retriever,33.88,True
Flat-Coated Retriever,30.45,True
Chest,9.34,False
Staffordshire Bullterrier,28.45,True
Rottweiler,18.94,True
American Staffordshire Terrier,18.94,True
Maltese Dog,75.99,True
Toy Poodle,10.12,True
Shih-Tzu,5.6,True
Schipperke,14.59,True
Labrador Retriever,9.84,True
Kelpie,9.74,True
Swing,92.92,False
Bedlington Terrier,1.5,True
Great Pyrenees,1.4,True
Pembroke,95.62,True
Cardigan,3.18,True
Chihuahua,0.63,True
Miniature Pinscher,51.63,True
Kelpie,22.74,True
Vizsla,10.32,True
Dogsled,8.85,False
Snowmobile,5.73,False
Samoyed,4.76,True
Golden Retriever,85.33,True
Cocker Spaniel,2.62,True
Labrador Retriever,2.41,True
Norfolk Terrier,37.86,True
Golden Retriever,9.56,True
Kelpie,8.53,True
Maltese Dog,89.78,True
Lhasa,3.57,True
Tibetan Terrier,1.71,True
Chihuahua,61.38,True
Yorkshire Terrier,12.79,True
Pomeranian,6.21,True
Miniature Pinscher,82.2,True
Doberman,9.61,True
Rottweiler,3.27,True
Eskimo Dog,19.93,True
Dalmatian,15.32,True
American Staffordshire Terrier,10.78,True
Dalmatian,55.07,True
Kuvasz,6.02,True
Great Pyrenees,5.86,True
Teddy,66.29,False
Crib,3.19,False
Chow,2.54,True
Siberian Husky,12.08,True
Junco,7.92,False
Malamute,6.31,True
Shih-Tzu,91.66,True
Lhasa,5.79,True
Pekinese,2.01,True
Pembroke,57.3,True
Sunglasses,12.68,False
Golden Retriever,10.8,True
Maltese Dog,81.79,True
Angora,7.78,False
Pomeranian,2.22,True
Cowboy Hat,25.61,False
Trench Coat,12.71,False
Cloak,7.14,False
Chihuahua,62.62,True
Italian Greyhound,12.85,True
Swing,5.98,False
Patio,53.51,False
Folding Chair,8.04,False
Parallel Bars,3.48,False
Basset,39.73,True
Welsh Springer Spaniel,19.96,True
Purse,10.56,False
Seat Belt,27.73,False
Shih-Tzu,24.9,True
Pekinese,20.92,True
American Staffordshire Terrier,91.5,True
Staffordshire Bullterrier,8.44,True
Boxer,0.05,True
Staffordshire Bullterrier,68.93,True
Norwegian Elkhound,2.61,True
American Staffordshire Terrier,2.31,True
Lakeland Terrier,85.94,True
Airedale,6.73,True
Irish Water Spaniel,4.95,True
Beagle,31.35,True
Boxer,21.85,True
French Bulldog,10.65,True
Water Buffalo,42.43,False
Kelpie,2.91,True
Staffordshire Bullterrier,2.85,True
Blenheim Spaniel,92.41,True
Japanese Spaniel,5.48,True
Chihuahua,0.82,True
Japanese Spaniel,66.12,True
Pekinese,15.01,True
Chihuahua,11.97,True
Shetland Sheepdog,65.66,True
Collie,19.54,True
German Shepherd,1.31,True
Common Iguana,56.63,False
Tennis Ball,15.46,False
Green Lizard,4.5,False
English Setter,28.24,True
Shih-Tzu,8.41,True
Old English Sheepdog,5.95,True
Malamute,36.33,True
Siberian Husky,24.59,True
Eskimo Dog,12.55,True
Labrador Retriever,77.24,True
Beagle,5.59,True
Golden Retriever,3.12,True
Welsh Springer Spaniel,20.65,True
Saint Bernard,13.93,True
Boxer,11.46,True
Guenon,61.16,False
Macaque,13.52,False
Squirrel Monkey,8.32,False
Pekinese,75.27,True
Golden Retriever,5.57,True
Great Pyrenees,4.1,True
Black-Footed Ferret,70.72,False
Polecat,15.46,False
Weasel,9.76,False
Chesapeake Bay Retriever,54.53,True
Norwegian Elkhound,8.15,True
Space Heater,4.74,False
Hamster,62.83,False
Guinea Pig,31.86,False
Macaque,1.31,False
Chesapeake Bay Retriever,37.11,True
Water Buffalo,9.96,False
Weimaraner,4.9,True
Great Pyrenees,86.98,True
Kuvasz,7.98,True
Standard Poodle,1.33,True
Rain Barrel,62.56,False
Barrel,13.84,False
Labrador Retriever,3.95,True
Chihuahua,44.09,True
Pomeranian,34.58,True
Cocker Spaniel,6.03,True
Doormat,20.13,False
Dishwasher,19.17,False
Microwave,3.81,False
Chihuahua,84.11,True
Pomeranian,12.05,True
Pekinese,0.66,True
Book Jacket,49.38,False
Doberman,9.64,True
Miniature Pinscher,7.06,True
Loafer,20.3,False
Doormat,20.04,False
Malinois,14.23,True
Whippet,87.7,True
Great Dane,3.42,True
Boxer,2.84,True
Boston Bull,97.66,True
French Bulldog,1.43,True
Chihuahua,0.23,True
Seat Belt,79.0,False
Boston Bull,19.63,True
French Bulldog,1.24,True
Feather Boa,42.41,False
Yorkshire Terrier,7.31,True
Shetland Sheepdog,5.76,True
Chow,26.53,True
Ice Bear,16.76,False
Fur Coat,11.75,False
Pug,98.54,True
Norwegian Elkhound,0.44,True
French Bulldog,0.39,True
Golden Retriever,79.04,True
Borzoi,2.29,True
Dingo,1.53,False
Maltese Dog,57.95,True
Toy Poodle,13.34,True
Shih-Tzu,9.44,True
Golden Retriever,58.39,True
Cocker Spaniel,20.37,True
Labrador Retriever,3.61,True
Teddy,9.83,False
Toy Poodle,9.8,True
Shopping Basket,7.79,False
French Bulldog,96.2,True
Chihuahua,2.18,True
Boston Bull,0.69,True
Bubble,99.76,False
Leafhopper,0.02,False
Whippet,0.01,True
Hamster,99.95,False
Guinea Pig,0.02,False
Broccoli,0.01,False
Chihuahua,37.67,True
Italian Greyhound,17.31,True
Muzzle,7.15,False
Irish Water Spaniel,38.83,True
Standard Poodle,28.41,True
Greenhouse,3.49,False
Shih-Tzu,22.58,True
Norfolk Terrier,18.69,True
Irish Terrier,10.7,True
Walking Stick,16.22,False
Sandal,12.91,False
Purse,8.14,False
Bull Mastiff,74.38,True
Boxer,10.67,True
American Staffordshire Terrier,4.23,True
Labrador Retriever,40.74,True
Malinois,7.7,True
Pug,7.46,True
Italian Greyhound,30.56,True
Whippet,23.21,True
Great Dane,11.78,True
West Highland White Terrier,67.21,True
Old English Sheepdog,14.61,True
Komondor,2.31,True
Wood Rabbit,78.58,False
Hare,11.82,False
Cardigan,4.36,True
Golden Retriever,26.39,True
Welsh Springer Spaniel,18.42,True
Beagle,18.22,True
Labrador Retriever,86.84,True
Golden Retriever,4.33,True
Vizsla,2.82,True
Pug,88.4,True
Boston Bull,1.11,True
French Bulldog,0.98,True
Pomeranian,46.07,True
Chow,20.28,True
Pekinese,13.33,True
Basset,55.64,True
Beagle,20.17,True
Bloodhound,11.08,True
Beagle,68.12,True
Basset,12.51,True
Boxer,8.04,True
Maltese Dog,92.2,True
West Highland White Terrier,1.78,True
Toy Poodle,1.36,True
Golden Retriever,80.05,True
Kuvasz,9.78,True
Saluki,6.84,True
Standard Schnauzer,44.14,True
Miniature Schnauzer,24.89,True
Sealyham Terrier,16.5,True
Bath Towel,72.19,False
Staffordshire Bullterrier,5.93,True
Bagel,3.57,False
English Springer,99.03,True
Welsh Springer Spaniel,0.21,True
Cocker Spaniel,0.2,True
Chow,74.94,True
Schipperke,13.37,True
Newfoundland,4.99,True
Pembroke,91.84,True
Cardigan,2.73,True
Siberian Husky,2.02,True
Cocker Spaniel,29.97,True
Golden Retriever,26.37,True
Irish Setter,8.03,True
Scottish Deerhound,24.06,True
Groenendael,15.69,True
Flat-Coated Retriever,9.09,True
Dough,80.68,False
Bakery,2.79,False
French Loaf,1.82,False
Vizsla,51.96,True
Miniature Pinscher,6.48,True
Rhodesian Ridgeback,6.15,True
Box Turtle,54.37,False
Terrapin,20.26,False
Loggerhead,7.11,False
Labrador Retriever,98.65,True
Golden Retriever,0.89,True
Chihuahua,0.07,True
Chihuahua,41.64,True
West Highland White Terrier,10.29,True
Samoyed,8.73,True
Labrador Retriever,47.9,True
Ice Bear,21.83,False
Kuvasz,13.99,True
Upright,30.34,False
Golden Retriever,18.14,True
Brittany Spaniel,16.21,True
Borzoi,86.64,True
Saluki,12.21,True
Irish Wolfhound,0.4,True
Pembroke,77.31,True
Cardigan,11.68,True
Chow,3.9,True
Llama,28.44,False
Standard Poodle,13.26,True
Teddy,12.8,False
Paper Towel,32.8,False
Mailbox,9.6,False
Seat Belt,3.5,False
Chow,99.99,True
Tibetan Mastiff,0.01,True
Tibetan Terrier,0.0,True
Golden Retriever,94.92,True
Labrador Retriever,1.68,True
Flat-Coated Retriever,1.06,True
Dingo,28.84,False
Cardigan,22.99,True
Pembroke,19.04,True
Labrador Retriever,45.87,True
Great Dane,23.55,True
Staffordshire Bullterrier,11.69,True
Stove,58.75,False
Rotisserie,5.17,False
Microwave,2.07,False
Bow,16.8,False
Quill,10.88,False
Joystick,4.33,False
Labrador Retriever,63.15,True
Brittany Spaniel,10.19,True
Chesapeake Bay Retriever,6.26,True
Dalmatian,98.95,True
English Setter,0.53,True
German Short-Haired Pointer,0.14,True
Samoyed,97.8,True
Chow,0.71,True
Pomeranian,0.64,True
Street Sign,29.01,False
Golden Retriever,25.84,True
Sandbar,13.22,False
Boxer,65.47,True
Space Heater,4.34,False
Beagle,4.28,True
Pembroke,65.53,True
Pomeranian,10.42,True
Cardigan,5.28,True
Rottweiler,59.18,True
Doberman,20.45,True
Black-And-Tan Coonhound,7.86,True
English Springer,59.45,True
Cocker Spaniel,39.0,True
Welsh Springer Spaniel,0.71,True
Pembroke,87.65,True
Cardigan,9.69,True
Dingo,0.92,False
Giant Schnauzer,11.97,True
Afghan Hound,7.28,True
Miniature Schnauzer,6.38,True
Labrador Retriever,80.19,True
Chesapeake Bay Retriever,19.36,True
Rottweiler,0.12,True
Miniature Poodle,34.96,True
Toy Poodle,15.47,True
Maltese Dog,13.42,True
Ocarina,14.9,False
Hamster,6.9,False
Wool,3.17,False
Chihuahua,40.7,True
French Bulldog,31.0,True
Siamese Cat,22.77,False
Shower Curtain,23.89,False
Sarong,9.24,False
Kimono,5.64,False
Samoyed,63.47,True
Arctic Fox,30.99,False
Kuvasz,1.96,True
Seashore,35.23,False
Promontory,13.18,False
Wreck,9.56,False
Vizsla,66.55,True
Redbone,17.34,True
Basset,13.48,True
Bernese Mountain Dog,58.31,True
Shetland Sheepdog,6.6,True
Greater Swiss Mountain Dog,6.52,True
Dandie Dinmont,17.59,True
Black-Footed Ferret,9.65,False
Toy Poodle,6.41,True
Pomeranian,94.85,True
Schipperke,1.43,True
Chihuahua,0.81,True
Tick,24.25,False
Nail,21.26,False
Screw,17.28,False
Malamute,18.01,True
Eskimo Dog,17.8,True
Siberian Husky,7.8,True
African Crocodile,33.06,False
American Alligator,7.54,False
Mink,5.75,False
Flat-Coated Retriever,83.74,True
Groenendael,8.62,True
Labrador Retriever,1.61,True
Soccer Ball,39.81,False
Basset,33.57,True
Cocker Spaniel,7.29,True
Pomeranian,84.7,True
Chow,14.2,True
Keeshond,0.26,True
Jellyfish,43.27,False
Goldfish,11.31,False
Coral Reef,8.7,False
Chow,52.62,True
Pomeranian,28.36,True
Toy Poodle,6.77,True
Brabancon Griffon,40.99,True
Malinois,24.46,True
Bull Mastiff,7.48,True
Acorn Squash,37.54,False
Shih-Tzu,10.54,True
Lhasa,7.28,True
Golden Retriever,96.45,True
Labrador Retriever,0.9,True
Tennis Ball,0.71,False
Chihuahua,28.72,True
Boston Bull,25.09,True
Whippet,14.1,True
Brown Bear,69.82,False
Sea Lion,4.65,False
Beagle,1.94,True
Toilet Tissue,13.5,False
Mosquito Net,13.32,False
Lakeland Terrier,10.91,True
Seashore,34.61,False
American Alligator,10.64,False
Sandbar,4.93,False
Porcupine,84.66,False
Hamster,3.81,False
Echidna,1.47,False
Cardigan,61.15,True
Pembroke,36.86,True
Chihuahua,0.33,True
German Shepherd,99.15,True
Malinois,0.42,True
Bloodhound,0.3,True
Pug,62.29,True
Norwegian Elkhound,4.87,True
Cardigan,1.7,True
Slug,99.81,False
Ice Lolly,0.1,False
Leafhopper,0.01,False
Greater Swiss Mountain Dog,51.94,True
Boxer,12.15,True
Staffordshire Bullterrier,11.45,True
Eskimo Dog,61.57,True
Siberian Husky,19.95,True
Malamute,17.91,True
Pomeranian,66.7,True
Shetland Sheepdog,2.8,True
Ski Mask,2.07,False
Airedale,30.54,True
Kerry Blue Terrier,25.0,True
Lakeland Terrier,18.87,True
Ostrich,66.12,False
Bearskin,21.49,False
Swab,6.45,False
Cardigan,98.47,True
Pembroke,0.87,True
Kelpie,0.22,True
Shih-Tzu,17.98,True
Badger,16.06,False
Three-Toed Sloth,13.22,False
Robin,36.97,False
Rhinoceros Beetle,11.06,False
European Fire Salamander,4.32,False
Toy Poodle,92.8,True
Miniature Poodle,6.89,True
Standard Poodle,0.13,True
Eskimo Dog,35.85,True
Norwegian Elkhound,20.7,True
Malamute,14.82,True
Toy Poodle,68.56,True
Miniature Poodle,15.19,True
Maltese Dog,4.55,True
Pomeranian,64.85,True
Pekinese,33.98,True
Persian Cat,0.64,False
Collie,99.27,True
Borzoi,0.5,True
Shetland Sheepdog,0.17,True
Pembroke,74.23,True
Cardigan,8.49,True
Eskimo Dog,6.83,True
Jigsaw Puzzle,97.08,False
Prayer Rug,1.1,False
Quill,0.84,False
Pug,58.62,True
Brabancon Griffon,8.27,True
Chihuahua,4.59,True
Jack-O'-Lantern,17.21,False
Schipperke,11.6,True
Miniature Pinscher,5.22,True
Toilet Seat,68.33,False
Soft-Coated Wheaten Terrier,4.89,True
Siberian Husky,3.04,True
Brabancon Griffon,21.68,True
Chihuahua,19.1,True
Golden Retriever,16.33,True
Suit,40.41,False
Bow Tie,29.47,False
Windsor Tie,13.27,False
Maltese Dog,60.74,True
Toy Poodle,14.38,True
Sealyham Terrier,6.39,True
Chihuahua,33.02,True
Siamese Cat,18.16,False
Kelpie,17.82,True
Golden Retriever,93.63,True
Cocker Spaniel,2.42,True
Labrador Retriever,0.94,True
German Short-Haired Pointer,93.58,True
Kelpie,2.26,True
Labrador Retriever,0.88,True
Shih-Tzu,16.54,True
Lhasa,11.7,True
Yorkshire Terrier,6.39,True
Water Bottle,61.45,False
Ashcan,5.09,False
Bucket,3.74,False
Porcupine,15.19,False
Hen,11.14,False
Doormat,5.89,False
Chesapeake Bay Retriever,38.22,True
American Staffordshire Terrier,35.01,True
Seat Belt,9.89,False
Soft-Coated Wheaten Terrier,34.08,True
Sealyham Terrier,23.49,True
Kuvasz,20.35,True
Pekinese,18.59,True
Guinea Pig,17.3,False
Pug,16.62,True
Samoyed,98.99,True
Arctic Fox,0.33,False
Chow,0.28,True
Labrador Retriever,95.77,True
Beagle,1.24,True
Golden Retriever,0.57,True
Bull Mastiff,70.06,True
Rhodesian Ridgeback,9.47,True
Brabancon Griffon,5.76,True
Wombat,88.03,False
Corn,1.94,False
Pug,1.9,True
Newfoundland,22.31,True
Leonberg,11.11,True
Shovel,8.56,False
Arctic Fox,15.33,False
Golden Retriever,11.39,True
Borzoi,11.07,True
Beagle,98.51,True
Basset,0.64,True
Walker Hound,0.35,True
Teddy,25.52,False
Christmas Stocking,9.83,False
Pajama,7.27,False
Ox,19.34,False
Warthog,12.38,False
Bison,11.12,False
English Setter,69.66,True
Brittany Spaniel,10.4,True
Ibizan Hound,3.48,True
Rottweiler,52.92,True
Miniature Pinscher,16.83,True
Appenzeller,10.05,True
Golden Retriever,67.28,True
Labrador Retriever,27.59,True
Kuvasz,2.23,True
West Highland White Terrier,11.92,True
Quill,10.4,False
Maltese Dog,9.39,True
Hamster,76.1,False
Weasel,6.94,False
Pomeranian,6.46,True
Chihuahua,54.14,True
Italian Greyhound,15.69,True
Miniature Pinscher,6.96,True
Ski Mask,98.1,False
Chihuahua,1.36,True
Kelpie,0.07,True
Samoyed,97.88,True
Pomeranian,1.28,True
Eskimo Dog,0.19,True
Miniature Pinscher,38.41,True
Bloodhound,7.99,True
Rottweiler,6.86,True
Golden Retriever,88.92,True
Labrador Retriever,6.47,True
Great Pyrenees,1.26,True
Shih-Tzu,61.05,True
Maltese Dog,16.68,True
Old English Sheepdog,13.2,True
Airedale,44.3,True
Brown Bear,11.42,False
Chesapeake Bay Retriever,9.46,True
Schipperke,88.81,True
Groenendael,4.77,True
Kelpie,4.14,True
Tub,87.3,False
Bathtub,9.14,False
Toilet Seat,2.55,False
Chow,51.73,True
Pomeranian,20.61,True
Koala,12.7,False
French Bulldog,71.96,True
Boxer,16.69,True
Boston Bull,10.14,True
Lakeland Terrier,83.66,True
West Highland White Terrier,7.39,True
Wire-Haired Fox Terrier,3.82,True
Wombat,73.88,False
Beaver,13.34,False
Wallaby,3.24,False
Car Mirror,23.28,False
Basset,21.95,True
Beagle,11.24,True
Pug,83.64,True
Brabancon Griffon,4.47,True
French Bulldog,3.66,True
Leaf Beetle,34.02,False
Rhinoceros Beetle,13.97,False
Crayfish,5.8,False
Toy Poodle,67.8,True
Miniature Poodle,16.03,True
Airedale,6.56,True
Chihuahua,29.23,True
Pug,17.34,True
French Bulldog,4.55,True
Ram,37.45,False
Bighorn,15.96,False
Arabian Camel,11.19,False
Motor Scooter,83.58,False
Bobsled,3.59,False
Moped,3.31,False
Tusker,12.24,False
Warthog,11.99,False
Water Buffalo,10.59,False
Chihuahua,41.24,True
Beagle,6.81,True
Borzoi,4.51,True
Pembroke,58.26,True
Cardigan,25.89,True
Nipple,3.38,False
Sandbar,11.82,False
Stingray,7.59,False
Seashore,7.51,False
Chesapeake Bay Retriever,42.02,True
Cardigan,26.6,True
Labrador Retriever,4.25,True
Golden Retriever,95.28,True
Labrador Retriever,1.08,True
Clumber,0.88,True
Starfish,71.27,False
Goldfish,25.89,False
Sea Cucumber,0.2,False
Microwave,98.19,False
Rotisserie,0.75,False
Television,0.59,False
Toy Poodle,82.02,True
Miniature Poodle,17.84,True
Toilet Tissue,0.03,False
Great Pyrenees,75.59,True
Old English Sheepdog,8.23,True
Afghan Hound,2.7,True
Kuvasz,77.77,True
Great Pyrenees,11.25,True
Golden Retriever,3.84,True
Gondola,13.43,False
Lifeboat,10.84,False
Bassinet,9.37,False
Siamese Cat,38.39,False
Chihuahua,16.03,True
Giant Panda,14.77,False
Golden Retriever,56.6,True
Chow,8.12,True
Irish Terrier,6.16,True
Doberman,60.54,True
Rottweiler,10.84,True
Appenzeller,7.78,True
West Highland White Terrier,58.62,True
Borzoi,20.66,True
Great Pyrenees,6.07,True
Border Collie,59.95,True
Collie,10.62,True
Shetland Sheepdog,9.45,True
Terrapin,87.93,False
Cockroach,4.53,False
Box Turtle,1.64,False
Cocker Spaniel,15.04,True
Toy Poodle,8.86,True
Welsh Springer Spaniel,7.2,True
Pug,91.47,True
Norwegian Elkhound,1.5,True
Siamese Cat,0.92,False
Irish Terrier,71.69,True
Miniature Pinscher,5.12,True
Airedale,4.44,True
Chihuahua,60.99,True
Teddy,6.81,False
Norwich Terrier,5.92,True
Ostrich,99.9,False
Arabian Camel,0.05,False
Llama,0.01,False
Pug,97.95,True
French Bulldog,1.69,True
Norwegian Elkhound,0.16,True
Irish Terrier,41.32,True
Airedale,33.56,True
Toy Poodle,2.8,True
Chihuahua,71.89,True
Badger,17.85,False
Toy Terrier,3.71,True
Pug,33.25,True
French Bulldog,25.81,True
Bull Mastiff,12.09,True
Killer Whale,82.39,False
Grey Whale,3.66,False
Hammerhead,2.95,False
Beagle,95.82,True
Basset,0.91,True
Italian Greyhound,0.77,True
Carton,95.26,False
Crate,3.54,False
Pug,0.33,True
Cocker Spaniel,99.1,True
Sussex Spaniel,0.4,True
Miniature Poodle,0.13,True
Pug,56.1,True
French Bulldog,22.21,True
Labrador Retriever,6.55,True
Rottweiler,29.1,True
American Black Bear,23.81,False
Chimpanzee,11.55,False
Tennis Ball,99.98,False
Golden Retriever,0.01,True
Racket,0.01,False
Pug,79.41,True
French Bulldog,14.08,True
Bull Mastiff,4.47,True
Hamster,13.24,False
Toy Poodle,12.4,True
Bubble,5.62,False
Pug,86.34,True
Shopping Cart,12.57,False
Border Terrier,0.3,True
Chow,24.35,True
Hamster,22.71,False
Pomeranian,5.61,True
Labrador Retriever,56.79,True
Golden Retriever,34.94,True
Seat Belt,6.94,False
Ski Mask,96.83,False
Mask,2.19,False
Abaya,0.55,False
Bee Eater,30.26,False
Toucan,21.96,False
Chickadee,15.67,False
China Cabinet,99.6,False
Entertainment Center,0.2,False
Bookcase,0.17,False
Labrador Retriever,87.56,True
Chihuahua,3.22,True
Golden Retriever,1.72,True
Chimpanzee,63.6,False
Gorilla,9.88,False
Fountain,3.18,False
Dalmatian,11.43,True
Teddy,6.23,False
Steam Locomotive,4.97,False
Chihuahua,50.04,True
French Bulldog,11.28,True
Italian Greyhound,6.29,True
Prayer Rug,44.53,False
Doormat,27.53,False
Bib,4.88,False
Ice Bear,25.12,False
Ram,21.38,False
Arctic Fox,8.16,False
Toy Poodle,41.94,True
Miniature Poodle,23.71,True
Swing,10.42,False
Stone Wall,27.11,False
Irish Wolfhound,6.31,True
Poncho,4.82,False
Kuvasz,43.15,True
Samoyed,11.71,True
White Wolf,9.01,False
Gordon Setter,46.94,True
Black-And-Tan Coonhound,27.09,True
Rottweiler,15.32,True
Loafer,25.51,False
Platypus,9.0,False
Cowboy Boot,6.65,False
Feather Boa,24.09,False
Wig,8.59,False
Wool,4.07,False
Shetland Sheepdog,98.03,True
Collie,0.67,True
Papillon,0.62,True
Park Bench,19.42,False
Water Bottle,7.19,False
Beacon,5.34,False
Pug,53.77,True
Bull Mastiff,22.06,True
French Bulldog,6.83,True
Hen,55.65,False
Cock,44.2,False
Black Swan,0.12,False
Doberman,78.26,True
Black-And-Tan Coonhound,10.97,True
Gordon Setter,5.21,True
Pomeranian,55.1,True
Pekinese,13.53,True
Gibbon,6.16,False
Lakeland Terrier,42.83,True
Wire-Haired Fox Terrier,11.15,True
Toy Poodle,10.5,True
Hermit Crab,62.54,False
Tick,12.73,False
Snail,9.79,False
Toy Poodle,25.91,True
Bath Towel,17.77,False
Maltese Dog,7.17,True
Swing,8.92,False
Paddle,8.07,False
Bathing Cap,6.57,False
Hermit Crab,52.88,False
Snail,18.56,False
Shower Curtain,6.64,False
German Shepherd,82.7,True
Kelpie,8.76,True
Red Wolf,3.12,False
Samoyed,62.79,True
Great Pyrenees,27.64,True
Kuvasz,5.79,True
Zebra,99.77,False
Tiger,0.08,False
Prairie Chicken,0.06,False
Tub,39.36,False
Bathtub,38.35,False
Swimming Trunks,7.73,False
Italian Greyhound,83.18,True
Toy Terrier,4.33,True
Chihuahua,3.68,True
Miniature Poodle,31.38,True
Toy Poodle,16.56,True
Irish Terrier,5.61,True
Picket Fence,38.29,False
Rain Barrel,10.88,False
Plastic Bag,3.89,False
Chihuahua,31.91,True
Whippet,16.91,True
Toy Terrier,12.58,True
Rottweiler,33.12,True
Kelpie,21.86,True
Appenzeller,18.25,True
Refrigerator,82.98,False
Toilet Seat,3.01,False
Shower Curtain,1.55,False
African Hunting Dog,73.3,False
Plow,11.94,False
Scottish Deerhound,2.7,True
Pitcher,11.74,False
Sunglasses,6.25,False
Mask,5.95,False
Labrador Retriever,49.5,True
Chesapeake Bay Retriever,35.02,True
Golden Retriever,14.24,True
Rottweiler,78.12,True
Black-And-Tan Coonhound,6.12,True
Kelpie,4.89,True
Yorkshire Terrier,46.72,True
Cairn,44.01,True
Silky Terrier,5.87,True
Guinea Pig,38.77,False
Wood Rabbit,17.17,False
Borzoi,7.54,True
Samoyed,58.73,True
Great Pyrenees,26.9,True
Pekinese,9.05,True
Shih-Tzu,18.04,True
Golden Retriever,18.02,True
Labrador Retriever,17.37,True
Goose,35.2,False
Chihuahua,10.12,True
Hen,6.58,False
Malinois,40.63,True
Kelpie,14.34,True
Dingo,12.98,False
Basenji,85.6,True
Beagle,3.67,True
Toy Terrier,2.93,True
Redbone,86.62,True
Beagle,6.12,True
Rhodesian Ridgeback,2.43,True
Microphone,9.61,False
Accordion,9.41,False
Drumstick,6.11,False
Shih-Tzu,96.36,True
Lhasa,1.6,True
Guinea Pig,0.79,False
Flamingo,99.27,False
Coral Fungus,0.35,False
Stinkhorn,0.19,False
Pekinese,60.99,True
Persian Cat,26.54,False
Japanese Spaniel,2.75,True
Malinois,31.76,True
Norwegian Elkhound,27.49,True
Bathing Cap,11.46,False
Scorpion,92.8,False
Tarantula,2.16,False
Wolf Spider,1.48,False
Labrador Retriever,94.75,True
German Short-Haired Pointer,1.7,True
Weimaraner,1.54,True
Web Site,99.39,False
Chihuahua,0.13,True
Menu,0.06,False
American Staffordshire Terrier,91.97,True
Staffordshire Bullterrier,7.34,True
Bull Mastiff,0.09,True
Basset,99.41,True
Walker Hound,0.4,True
Beagle,0.14,True
Old English Sheepdog,95.8,True
Sealyham Terrier,1.39,True
Border Collie,0.46,True
Pomeranian,86.86,True
Pekinese,9.01,True
Chow,2.17,True
Basenji,34.41,True
Ibizan Hound,21.03,True
Toy Terrier,19.63,True
Pembroke,47.22,True
Beagle,9.09,True
German Shepherd,6.44,True
Brown Bear,88.24,False
Toy Poodle,3.14,True
Miniature Poodle,2.57,True
Beagle,29.6,True
Basset,14.35,True
Bluetick,13.9,True
Dingo,77.71,False
Pembroke,12.74,True
Cardigan,2.4,True
Lacewing,38.2,False
Sulphur Butterfly,10.68,False
Leafhopper,6.83,False
Chihuahua,95.3,True
French Bulldog,3.66,True
Boston Bull,0.2,True
Labrador Retriever,24.49,True
American Black Bear,5.7,False
Brown Bear,5.4,False
Pug,77.66,True
Brabancon Griffon,11.2,True
Boxer,3.91,True
Norfolk Terrier,17.29,True
Golden Retriever,7.27,True
Television,3.75,False
Keeshond,99.41,True
Norwegian Elkhound,0.18,True
Cairn,0.18,True
Dhole,35.04,False
Hare,23.67,False
Wood Rabbit,9.11,False
Wood Rabbit,36.86,False
Tabby,30.97,False
Egyptian Cat,15.49,False
Pomeranian,36.82,True
Pekinese,35.1,True
Golden Retriever,11.49,True
Norwich Terrier,41.98,True
Cairn,35.19,True
Norfolk Terrier,5.11,True
Shetland Sheepdog,7.11,True
Home Theater,6.84,False
